"","location","scale","shape","freedom","realized","DATE","pit"
"58",3.2491858113294,1.41964367767552,-0.294803408455548,2,1.125,2008-01-01,0.179050586575722
"59",3.72487485139132,1.36961214823635,-0.361677999429379,2,0.85,2008-04-01,0.118871986831181
"60",3.84556732120768,1.34719806524385,-0.539036380045811,2,-0.3,2008-07-01,0.0713239251018072
"61",3.59269765339599,1.37157975727666,-0.462230061303547,2,-2.7,2008-10-01,0.033480558235513
"62",2.19956943342716,1.75313712606333,0.12951560926957,4,-3.375,2009-01-01,0.0135029679132236
"63",3.86595196798543,1.65107065452827,-0.598654968854338,3,-4,2009-04-01,0.0148160137560145
"64",2.36085266362466,1.83656158671333,0.0680864030089529,5,-3.2,2009-07-01,0.0129793164692452
"65",1.19410155170435,2.30317365076787,0.126781564084628,5,-0.175,2009-10-01,0.255234101918924
"66",2.68497165748345,2.36314027938909,-0.483025794535447,4,1.6,2010-01-01,0.463303438309578
"67",3.92417366051627,2.40274852534186,-0.951497861494949,4,2.7,2010-04-01,0.525852914033335
"68",3.82313880923241,1.96856048395745,-0.753153963777781,3,3.05,2010-07-01,0.548677971937696
"69",4.43950609855335,1.84640868533346,-1.02449002543275,3,2.7,2010-10-01,0.365463767994955
"70",4.01511692218917,1.95799898905188,-0.882862100927163,3,1.9,2011-01-01,0.308869858052087
"71",4.51556208366115,1.86253851661546,-1.08362343717044,3,1.65,2011-04-01,0.203610515792965
"72",4.30939074768783,1.91316384343022,-1.01923808336846,3,1.175,2011-07-01,0.182314743314996
"73",4.23558956775767,1.91146616297228,-0.9893982405004,3,1.7,2011-10-01,0.247673519875853
"74",3.65845558716528,2.13179966666159,-0.976527465172538,3,2.75,2012-01-01,0.569925433014684
"75",4.29330456629156,1.88943401326393,-0.990863658826212,3,2.5,2012-04-01,0.360373971104799
"76",3.21356900594395,1.47192783071808,-0.484988790625393,2,2.425,2012-07-01,0.447422929273527
"77",4.42869962553019,1.76986376416877,-0.91591641237348,3,1.3,2012-10-01,0.157235748345335
"78",3.49843644328306,1.38591573333486,-0.475029299384879,2,1.325,2013-01-01,0.189675913832834
"79",3.28817532646853,1.40908263760588,-0.442111170568565,2,1.05,2013-04-01,0.183248762289116
"80",3.02827964271947,1.45393423869029,-0.433089478199432,2,1.7,2013-07-01,0.318916262622315
"81",2.81443739208664,1.46253160468255,-0.374774621448756,2,2.675,2013-10-01,0.579966392006319
"82",3.51740331780805,1.38273971681558,-0.4759866655451,2,1.675,2014-01-01,0.22966779720497
"83",2.94056910871364,1.43915276078768,-0.376769081534818,2,2.475,2014-04-01,0.497248755579674
"84",3.58968305825537,1.37327372410178,-0.486190069855399,2,2.95,2014-07-01,0.472594614413703
"85",4.27606474613911,1.78624329741777,-0.872711782219718,3,2.525,2014-10-01,0.339649134973761
"86",2.38560480949283,1.49869199076079,-0.299975362083746,2,3.325,2015-01-01,0.77976749659781
"87",4.27501833075277,1.78596462311595,-0.87207144614155,3,2.975,2015-04-01,0.430471704485992
"88",4.55313732267361,1.76642263545468,-0.96069444427842,3,2.225,2015-07-01,0.248296064373286
"89",3.42897253850651,1.38796917290189,-0.505644676151964,2,1.875,2015-10-01,0.2785760054803
