"","location","scale","shape","freedom","DATE"
"1",-0.225684842793514,4.78502706043037,30,30,1973-04-01
"2",-0.709924066645528,3.98452789708247,1.2141949726718,30,1973-07-01
"3",1.72236285598749,3.55323235827827,-1.00815889007358,4,1973-10-01
"4",-1.74741290350319,4.40109147704136,0.80219083765137,30,1974-01-01
"5",1.69667709852226,1.95847537904136,-0.747381702988508,2,1974-04-01
"6",1.40986328014419,5.03512157655045,-0.800049422959911,18,1974-07-01
"7",-0.121160971945737,6.17185034692538,-1.1599287765804,6,1974-10-01
"8",1.27571452653929,4.65296383928368,-1.02012283367178,6,1975-01-01
"9",1.39340609257957,2.12437993322946,-0.899873348155944,2,1975-04-01
"10",2.82528022194731,2.01403871070253,0.0795152436632622,7,1975-07-01
"11",1.42499825824318,3.32540430649774,4.38006516722067,30,1975-10-01
"12",1.09723832655679,3.2382022688905,2.04833364016254,30,1976-01-01
"13",2.5980359926998,3.05933269833929,30,17,1976-04-01
"14",3.4933493446185,1.59896213339793,0.0375009361152291,5,1976-07-01
"15",3.81424534237096,1.3576041886299,-0.276495082687912,3,1976-10-01
"16",3.60829143264231,1.48612053872645,-0.0129582315550482,4,1977-01-01
"17",2.41933466544454,2.36260612416308,1.62312225019997,19,1977-04-01
"18",1.80574386970321,3.36412256544588,30,30,1977-07-01
"19",1.29311672258442,3.4884066402181,6.28951299015541,30,1977-10-01
"20",3.24644890464935,1.88027234911857,-0.708830070054213,3,1978-01-01
"21",3.20858735129531,2.02185235622203,-0.485306109164868,4,1978-04-01
"22",1.81603861692553,4.06313144956327,30,6,1978-07-01
"23",0.145224662996854,3.45021991771828,0.990364233265932,30,1978-10-01
"24",-2.03898977109808,4.82153331943329,1.46915812942744,30,1979-01-01
"25",2.41538920457967,2.86192044340981,-0.61295963494029,5,1979-04-01
"26",2.55097253411056,2.53604776221186,-0.607514874679921,4,1979-07-01
"27",0.253527075684725,3.53406808189782,0.205102812971664,30,1979-10-01
"28",1.67661036298176,4.45549674333368,-0.763884680102978,12,1980-01-01
"29",1.61686418006125,4.54191405866577,-0.729150854065492,15,1980-04-01
"30",-0.971103115936732,3.05197105901907,-0.859961656782171,2,1980-07-01
"31",2.34899801406575,2.89455369867138,-0.812247273467591,4,1980-10-01
"32",-3.66842838685788,6.0499103248585,2.20018984987186,30,1981-01-01
"33",-3.8754413603704,6.33557120872857,2.77660528408874,30,1981-04-01
"34",1.05306684312541,4.02208622274637,-1.00100388789519,4,1981-07-01
"35",-4.37443958850952,5.86998194106323,1.02666757382313,30,1981-10-01
"36",0.555244500278627,3.63862543406611,-0.995943618134028,3,1982-01-01
"37",0.202608278108728,2.60068942561645,-0.900866914699016,2,1982-04-01
"38",1.08333067802132,4.45191071149886,-0.475726289501315,30,1982-07-01
"39",0.907012654634894,4.77306863876801,-0.925139755753934,6,1982-10-01
"40",1.97266693837174,3.52905559531066,-0.718602571645686,6,1983-01-01
"41",0.435857554406438,3.53358900894858,1.73569916878272,30,1983-04-01
"42",0.998816609247009,4.00664108562789,30,30,1983-07-01
"43",0.633752090134913,3.97651577819632,10.373176918304,30,1983-10-01
"44",0.385279868734871,4.17816128918046,21.3856939545227,30,1984-01-01
"45",0.704048939375199,3.95879481334978,14.2694524711634,30,1984-04-01
"46",-0.691700562382192,4.47416391270888,2.99155874888812,30,1984-07-01
"47",-0.0503593441103082,3.55048639007269,0.977405842445456,30,1984-10-01
"48",2.29091419606658,2.28208808154822,0.190566642852961,9,1985-01-01
"49",2.02578300709621,2.36719056611638,0.851768344237608,12,1985-04-01
"50",2.40274961296062,2.12386860182583,0.544181963806732,9,1985-07-01
"51",1.07542308856665,3.42458303518987,3.0661290974665,30,1985-10-01
"52",2.93169666060176,1.95725020908696,0.0142221200387047,6,1986-01-01
"53",1.97730642239577,2.36335643107863,0.673625813732914,11,1986-04-01
"54",3.44384154842268,1.7951778099122,-0.374384123832989,4,1986-07-01
"55",1.75504792599144,2.56311272653273,1.01015701259565,16,1986-10-01
"56",3.42147449063373,1.75785459505443,-0.309839714376127,4,1987-01-01
"57",3.20439471451687,1.81760572854297,-0.0838036359036949,5,1987-04-01
"58",0.403847037297188,3.41914690559351,1.32940617506683,30,1987-07-01
"59",1.43343921822552,2.67537440584819,0.696589317337061,15,1987-10-01
"60",-0.921184129081586,4.50983929600329,2.45022576757613,30,1988-01-01
"61",2.70624645901183,2.34842243458504,-0.270167661222527,6,1988-04-01
"62",0.38242952169474,3.5796652049766,1.78811768139007,30,1988-07-01
"63",2.62470121420967,2.38730586119541,-0.262573459717349,6,1988-10-01
"64",0.453189001333892,3.54395546237125,1.80356548673365,30,1989-01-01
"65",0.492832511975643,3.2877761666293,1.07020830644076,30,1989-04-01
"66",1.50912218537592,2.70238907000283,0.282801406741118,13,1989-07-01
"67",2.21267487904077,2.41757243837047,0.0594158723427866,9,1989-10-01
"68",3.09318856661061,2.19663910415202,-0.59947708713732,4,1990-01-01
"69",0.823025951610227,3.18855327705548,1.32651042109301,30,1990-04-01
"70",3.06023530965649,2.03890011457789,-0.410356924659535,4,1990-07-01
"71",2.96783114438598,1.97881263671266,-0.628396433831407,3,1990-10-01
"72",2.1256482050656,1.82218377954551,-0.863103320021183,2,1991-01-01
"73",2.44004836500448,1.64914009903695,-0.674797102011658,2,1991-04-01
"74",2.78340940498548,2.03499101887963,0.0808760010826846,7,1991-07-01
"75",3.53588981520332,1.75401399157018,-0.386974688056028,4,1991-10-01
"76",3.48477991026577,1.53254373801564,-0.316818334511901,3,1992-01-01
