"","Statistic","Critical.Value.at.95.","Statistic.1","Critical.Value.at.95..1"
"1",1.45126032183724,1,1.02426199549628,0.34
"2",0.49042590186224,1,0.0496865581153646,0.34
"3",2.38870522259433,1.92470756877865,2.48280789762299,1.98326967845039
"4",0.522684954631136,1.62832177104771,0.0499438482026949,0.98733779458346
