"","lower","upper"
"1",0.130811042631728,0.819932797080979
"2",0.00418696057331791,0.405857624365662
"3",0.035969786128425,0.400022532060889
"4",-0.105116337361136,0.289743058425712
"5",-0.0821935376179486,0.312759117008073
"6",0.0266664350699312,0.447479102734051
"7",0.0489100698444394,0.471025869584102
"8",-0.022782777943102,0.382285149304715
"9",-0.0754854907977283,0.305073688473627
"10",-0.0817385771657856,0.247270144125829
"11",0.0914446928055224,0.381295753072604
"12",0.0879472680263253,0.408302190021751
"13",-0.104226804350507,0.347144656710648
"14",-0.168570747719958,0.304471174598766
"15",0.208199170408172,0.682573438241183
"16",0.371771836550256,0.819179860698488
"17",0.333143480970488,0.70888007374204
"18",0.291419043250828,0.633612216816551
"19",0.032231911456846,0.722877868048918
